Epoch,Train Loss,Val Loss,MSE Train,MSE Val
1,23.6971828,-1.1245414,0.1431178,0.1143852
2,-0.3355918,-0.3471521,0.2414764,0.2273245
3,-0.8674892,-1.2852067,0.1738443,0.2229548
4,-1.1402148,-0.6863473,0.1883383,0.1184996
5,-1.0271362,-1.2164740,0.1514958,0.1474612
6,-1.0564574,-1.0846892,0.1472442,0.1082889
7,-1.1154187,-1.1736345,0.1382296,0.1005384
8,-1.0175027,-0.9894617,0.1077804,0.0955396
9,-0.9627571,-1.2732756,0.0994590,0.0981392
10,-1.1973490,-1.0628622,0.0993987,0.0786015
11,-1.2355929,-1.5494302,0.0966185,0.0883139
12,-1.2537369,-1.2841901,0.0866172,0.0831375
13,-1.2491659,-1.5493034,0.0788483,0.0718308
14,-1.3863324,-1.4261294,0.0727708,0.0789088
15,-1.2795155,-1.3330814,0.0704219,0.0576388
16,-1.2529589,-1.3396103,0.0583564,0.0540624
17,-1.4084894,-1.2776232,0.0563585,0.0603190
18,-1.8197484,-1.4424812,0.0579492,0.0570860
19,-1.9345453,-1.3309350,0.0516319,0.0511128
20,-2.0127875,-0.7619430,0.0534567,0.0540143
21,-2.1863468,-1.3074096,0.0477236,0.0458846
22,-2.1676164,-1.4962069,0.0454203,0.0483763
23,-2.2784467,-1.5696255,0.0470484,0.0468490
24,-2.3649754,-1.5931835,0.0451645,0.0454574
25,-2.3770324,-1.5418056,0.0422599,0.0482118
26,-2.3012424,-1.5924214,0.0443108,0.0458700
27,-2.2929128,-1.5770057,0.0425909,0.0418753
28,-2.4152357,-1.6018432,0.0403056,0.0400686
29,-2.3093368,-1.5061679,0.0443708,0.0499816
30,-2.3075119,-1.4169127,0.0478995,0.0462079
31,-2.2795933,-1.4992955,0.0417552,0.0369308
32,-2.2569771,-1.4538573,0.0383655,0.0316798
33,-2.2009367,-1.4515815,0.0427646,0.0425565
34,-2.2947018,-1.5176777,0.0376113,0.0374852
35,-2.3636092,-1.5688806,0.0389551,0.0348988
36,-2.3559485,-1.6899980,0.0362441,0.0330890
37,-2.3993632,-1.7031604,0.0317119,0.0318550
38,-2.3702131,-1.6702492,0.0357049,0.0326707
39,-2.4213201,-1.7050751,0.0345336,0.0344762
40,-2.3992143,-1.5104035,0.0330462,0.0410177
41,-2.4143714,-1.7259778,0.0377158,0.0353492
42,-2.4809452,-1.5982296,0.0328867,0.0323101
43,-2.4762397,-1.6816176,0.0287227,0.0283050
44,-2.4598149,-1.6224457,0.0257131,0.0316066
45,-2.5011276,-1.5917722,0.0297172,0.0306842
46,-2.4363153,-1.5926333,0.0316576,0.0328295
47,-2.4471354,-1.5971383,0.0331202,0.0311746
48,-2.6008126,-1.8927588,0.0249487,0.0247419
49,-2.6530099,-1.8487628,0.0261448,0.0257123
50,-2.5644717,-2.0182590,0.0257700,0.0250240
51,-2.6712694,-1.7314901,0.0235338,0.0225463
52,-2.5354342,-1.5463547,0.0235171,0.0304879
53,-2.4769433,-1.7790733,0.0269971,0.0259770
54,-2.6110853,-1.6801558,0.0246610,0.0259569
55,-2.4666479,-1.6449757,0.0263269,0.0263803
56,-2.6117099,-1.6648371,0.0236359,0.0252739
57,-2.6446650,-2.1756990,0.0239005,0.0232824
58,-2.6798582,-1.7136043,0.0204443,0.0204760
59,-2.6277981,-1.8493866,0.0245066,0.0239593
60,-2.6632949,-1.8017251,0.0239900,0.0241767
61,-2.6900524,-1.9190489,0.0230317,0.0236597
62,-2.6710594,-1.8055124,0.0239515,0.0285775
63,-2.6813087,-0.4736451,0.0287343,0.0301665
64,-2.6288738,-1.7627685,0.0256213,0.0264869
65,-2.6603608,-1.7013692,0.0235980,0.0264339
66,-2.6003867,-2.2264153,0.0250505,0.0224116
67,-2.6088542,-1.7856160,0.0266527,0.0281138
68,-2.6782886,-1.9127445,0.0242519,0.0228914
69,-2.6830114,-1.8945624,0.0252179,0.0256624
70,-2.4993301,-1.5853212,0.0293396,0.0310135
71,-2.4579595,-1.5760223,0.0303838,0.0351774
72,-2.5418014,-0.9621487,0.0300941,0.0270795
73,-2.6429115,-1.2960238,0.0251103,0.0217501
74,-2.5824046,-1.7587969,0.0253596,0.0264128
75,-2.5076328,-1.6981540,0.0319373,0.0321049
76,-2.7019506,-0.8041780,0.0274886,0.0231558
77,-2.7599228,-1.2687941,0.0234445,0.0269147
78,-2.6812947,-1.9349066,0.0273379,0.0266241
79,-2.6142571,-1.6877940,0.0241766,0.0266125
80,-2.5904114,-1.8256967,0.0258321,0.0249948
81,-2.6238196,-1.8880081,0.0241139,0.0225847
82,-2.7575191,-1.9061705,0.0220642,0.0244322
83,-2.7705197,-1.9248767,0.0219283,0.0215449
84,-2.7175633,-1.7909805,0.0225515,0.0269905
85,-2.6714848,-1.8106440,0.0261073,0.0278686
86,-2.7728050,-1.8067561,0.0222103,0.0255221
87,-2.7170464,-1.8900045,0.0250862,0.0261419
88,-2.7661702,-1.8192543,0.0233305,0.0246169
89,-2.8274240,-1.9410516,0.0216255,0.0201285
90,-2.6849259,12.8508419,0.0244248,0.0242380
91,-3.0609577,24.0462490,0.0209014,0.0200788
92,-3.3649046,29.8576409,0.0199885,0.0224645
93,-3.4929078,32.9483593,0.0209813,0.0224470
94,-3.5435064,34.1057501,0.0208124,0.0196556
95,-3.6151817,33.8025675,0.0193924,0.0191818
96,-3.7516991,33.9534468,0.0185993,0.0193311
97,-3.9587216,32.9531021,0.0184681,0.0189000
98,-4.0396230,32.8231190,0.0186121,0.0217605
99,-3.7544810,33.4196987,0.0216643,0.0213224
100,-4.1036661,32.7299597,0.0204395,0.0205045
using encoder from epoch 85
