Epoch,Train Loss,Val Loss,MSE Train,MSE Val
1,0.0110552,1290.4451643,0.0110552,0.0033095
2,0.0030974,1240.6055366,0.0030974,0.0031530
3,0.0029459,1335.3825615,0.0029459,0.0036571
4,0.0028862,1207.1968079,0.0028862,0.0033744
5,0.0028333,1175.8046168,0.0028333,0.0030942
6,0.0028060,1159.1898000,0.0028060,0.0030243
7,0.0027756,1103.3455424,0.0027756,0.0029738
8,0.0027473,1133.1313635,0.0027473,0.0030721
9,0.0027320,1127.8491211,0.0027320,0.0030845
10,0.0027240,1151.0612264,0.0027240,0.0031947
11,0.0027142,1076.8929116,0.0027142,0.0029546
12,0.0027027,1062.4574538,0.0027027,0.0031888
13,0.0026931,1117.4711114,0.0026931,0.0031055
14,0.0026704,1027.2647341,0.0026704,0.0030853
15,0.0026741,1067.1614589,0.0026741,0.0030692
16,0.0026607,1062.3266312,0.0026607,0.0029939
17,0.0026560,1044.0707774,0.0026560,0.0029984
18,0.0026450,1065.2131908,0.0026450,0.0031684
19,0.0026474,1030.9031986,0.0026474,0.0030172
20,0.0026401,991.3364030,0.0026401,0.0028753
21,0.0026355,1051.7568453,0.0026355,0.0029640
22,0.0026276,1017.0163481,0.0026276,0.0029509
23,0.0026233,1000.5870592,0.0026233,0.0029241
24,0.0026248,1030.5727181,0.0026248,0.0030070
25,0.0026176,1011.1231661,0.0026176,0.0030037
26,0.0026128,952.3782772,0.0026128,0.0028818
27,0.0026069,1005.5826052,0.0026069,0.0031218
28,0.0026056,958.4765245,0.0026056,0.0029249
29,0.0026032,958.9093513,0.0026032,0.0029638
30,0.0026050,994.5790237,0.0026050,0.0030123
31,0.0025908,993.0387860,0.0025908,0.0030170
32,0.0025925,964.0246794,0.0025925,0.0029058
33,0.0025980,956.2570514,0.0025980,0.0028872
34,0.0025877,982.3802484,0.0025877,0.0029607
35,0.0025850,1019.1390599,0.0025850,0.0030117
36,0.0025804,971.8622053,0.0025804,0.0029156
37,0.0025756,995.2492399,0.0025756,0.0029994
38,0.0025779,971.5046072,0.0025779,0.0029537
39,0.0025811,977.0768165,0.0025811,0.0029458
40,0.0025707,966.1483581,0.0025707,0.0029453
41,0.0025757,1015.3334217,0.0025757,0.0030277
42,0.0025717,986.3364379,0.0025717,0.0029999
43,0.0025682,959.4104160,0.0025682,0.0029222
44,0.0025669,945.7422420,0.0025669,0.0028644
45,0.0025638,1001.8386782,0.0025638,0.0029559
46,0.0025601,974.4262649,0.0025601,0.0030253
47,0.0025632,954.6776643,0.0025632,0.0028671
48,0.0025551,953.2003077,0.0025551,0.0029115
49,0.0025586,984.8565929,0.0025586,0.0029435
50,0.0025553,950.6478418,0.0025553,0.0029195
51,0.0025519,962.8844184,0.0025519,0.0028442
52,0.0025529,968.6219289,0.0025529,0.0028561
53,0.0025464,984.9822920,0.0025464,0.0029791
54,0.0025426,973.8562519,0.0025426,0.0029769
55,0.0025429,1016.1671410,0.0025429,0.0030105
56,0.0025335,970.1152325,0.0025335,0.0029545
57,0.0025298,1009.8236218,0.0025298,0.0029914
58,0.0025197,977.0478456,0.0025197,0.0029056
59,0.0025146,958.4778408,0.0025146,0.0028375
60,0.0025042,924.8945400,0.0025042,0.0027995
61,0.0024981,926.2567674,0.0024981,0.0028709
62,0.0024832,978.2413598,0.0024832,0.0028486
63,0.0024639,929.2635168,0.0024639,0.0028216
64,0.0024566,942.6227445,0.0024566,0.0028003
65,0.0024502,992.2383815,0.0024502,0.0028523
66,0.0024362,948.3603892,0.0024362,0.0028225
67,0.0024276,926.6044106,0.0024276,0.0027954
68,0.0024187,885.9610739,0.0024187,0.0027651
69,0.0024075,924.3423337,0.0024075,0.0028027
70,0.0024027,974.5840548,0.0024027,0.0028361
71,0.0023876,903.3214202,0.0023876,0.0027428
72,0.0023792,925.0695729,0.0023792,0.0027607
73,0.0023723,931.3366447,0.0023723,0.0027240
74,0.0023622,896.5951790,0.0023622,0.0027062
75,0.0023574,862.6481357,0.0023574,0.0027093
76,0.0023493,961.0247843,0.0023493,0.0027831
77,0.0023377,901.9747411,0.0023377,0.0026461
78,0.0023262,916.8930552,0.0023262,0.0026694
79,0.0023211,837.9540281,0.0023211,0.0025745
80,0.0023103,923.8973728,0.0023103,0.0027310
81,0.0023073,955.0625613,0.0023073,0.0027290
82,0.0022854,851.9750126,0.0022854,0.0026598
83,0.0022881,878.0320540,0.0022881,0.0025939
84,0.0022799,852.7640667,0.0022799,0.0025995
85,0.0022728,969.5425269,0.0022728,0.0027721
86,0.0022611,985.1963834,0.0022611,0.0027285
87,0.0022498,875.8065569,0.0022498,0.0026990
88,0.0022431,891.9432591,0.0022431,0.0027173
89,0.0022413,966.3833687,0.0022413,0.0027777
90,0.0022332,945.3559875,0.0022332,0.0027475
91,0.0022168,876.5364950,0.0022168,0.0026627
92,0.0022191,880.3316800,0.0022191,0.0025990
93,0.0022108,932.9437692,0.0022108,0.0027740
94,0.0022053,870.1237516,0.0022053,0.0025949
95,0.0022024,856.7030225,0.0022024,0.0026362
96,0.0022023,888.0623415,0.0022023,0.0027076
97,0.0021940,889.0632897,0.0021940,0.0025624
98,0.0021882,890.3811203,0.0021882,0.0025698
99,0.0021830,860.1791746,0.0021830,0.0028406
100,0.0021842,851.9353030,0.0021842,0.0026240
101,0.0021806,886.2961961,0.0021806,0.0026077
102,0.0021784,862.8850549,0.0021784,0.0025746
103,0.0021653,883.7549224,0.0021653,0.0026875
104,0.0021699,867.8743669,0.0021699,0.0025851
105,0.0021669,990.9225937,0.0021669,0.0027153
106,0.0021675,873.9225529,0.0021675,0.0026259
107,0.0021600,879.8137210,0.0021600,0.0025351
108,0.0021504,862.6839780,0.0021504,0.0025553
109,0.0021533,901.2191741,0.0021533,0.0026331
110,0.0021532,902.8802092,0.0021532,0.0025787
111,0.0021451,878.4543121,0.0021451,0.0024947
112,0.0021434,846.2803712,0.0021434,0.0024988
113,0.0021411,883.8423527,0.0021411,0.0025199
114,0.0021374,880.4967365,0.0021374,0.0025308
115,0.0021345,892.1809957,0.0021345,0.0025971
116,0.0021355,869.6511025,0.0021355,0.0025279
117,0.0021379,859.7404116,0.0021379,0.0025250
118,0.0021328,871.4267796,0.0021328,0.0024790
119,0.0021272,849.0238514,0.0021272,0.0025006
120,0.0021255,865.5363860,0.0021255,0.0025329
121,0.0021187,874.2326455,0.0021187,0.0024937
122,0.0021213,861.7771460,0.0021213,0.0025286
123,0.0021274,881.2975103,0.0021274,0.0025404
124,0.0021128,947.1443712,0.0021128,0.0026510
125,0.0021202,863.4340858,0.0021202,0.0025541
126,0.0021073,860.6257545,0.0021073,0.0024974
127,0.0021177,898.7443116,0.0021177,0.0026636
128,0.0021122,866.9318823,0.0021122,0.0025083
129,0.0021093,930.5432873,0.0021093,0.0025963
130,0.0021067,864.4590737,0.0021067,0.0025376
131,0.0021020,903.4407679,0.0021020,0.0025587
132,0.0021065,876.4832885,0.0021065,0.0024759
133,0.0021013,908.4313569,0.0021013,0.0025895
134,0.0021003,886.5360095,0.0021003,0.0025304
135,0.0020918,882.9597339,0.0020918,0.0025266
136,0.0020952,883.4659128,0.0020952,0.0026786
137,0.0020955,901.5939907,0.0020955,0.0025926
138,0.0020910,927.8615050,0.0020910,0.0026384
139,0.0020877,878.4196995,0.0020877,0.0025118
140,0.0020880,899.3908215,0.0020880,0.0026810
141,0.0020913,891.2770952,0.0020913,0.0025328
142,0.0020868,864.4080549,0.0020868,0.0025311
143,0.0020832,898.5201743,0.0020832,0.0026181
144,0.0020793,897.7329952,0.0020793,0.0025550
145,0.0020819,883.3409717,0.0020819,0.0025126
146,0.0020747,895.1892747,0.0020747,0.0025196
147,0.0020778,898.2361958,0.0020778,0.0026033
148,0.0020774,880.5128062,0.0020774,0.0025776
149,0.0020763,872.4182092,0.0020763,0.0025026
150,28.9199987,93.4267174,0.0300088,0.0323052
151,-1.2039046,106.2838559,0.0363745,0.0268606
152,-1.3468801,99.0991659,0.0220575,0.0177154
153,-1.4730387,111.5311657,0.0187929,0.0191192
154,-1.0672539,95.7297313,0.0234791,0.0328275
155,-1.3608174,96.5905679,0.0233168,0.0269675
156,-1.5454538,83.5142937,0.0209206,0.0185691
157,-1.7407706,95.8891319,0.0162280,0.0166591
158,-1.7381073,99.3099819,0.0165105,0.0188958
159,-1.7796063,99.3676955,0.0210702,0.0209275
160,-1.7960336,99.7242434,0.0196599,0.0182398
161,-1.9379520,98.5908154,0.0155918,0.0144955
162,-1.9036222,98.8806907,0.0147372,0.0127432
163,-1.9250051,103.0375035,0.0136029,0.0126930
164,-1.8856205,98.4427162,0.0141765,0.0137008
165,-2.0141557,99.1734548,0.0127809,0.0166743
166,-1.9240682,99.3641998,0.0199543,0.0227067
167,-2.0272438,97.2575826,0.0164318,0.0143749
168,-2.0524463,102.4904182,0.0123908,0.0088649
169,-1.8295186,95.7671510,0.0185061,0.0336001
170,-1.8231684,95.5820545,0.0235621,0.0196751
171,-1.8090996,98.9434084,0.0230024,0.0295018
172,-1.7798962,99.6572618,0.0230208,0.0320479
173,-1.9033812,97.5750848,0.0218141,0.0251712
174,-1.8050677,98.5369618,0.0198150,0.0198595
175,-1.8869255,98.6383033,0.0182487,0.0144936
176,-1.7946500,98.9455577,0.0227060,0.0191036
177,-1.8540914,99.7693618,0.0164070,0.0145531
178,-1.8362295,99.2028455,0.0176150,0.0277455
179,-1.8064609,99.0150390,0.0191334,0.0159360
180,-1.8760483,98.5243874,0.0175332,0.0171233
181,-1.8179139,101.0231974,0.0239374,0.0213538
182,-1.7469822,101.3117615,0.0200264,0.0185477
183,-1.5661890,99.6256926,0.0233558,0.0227351
184,-1.8710026,93.7994052,0.0224641,0.0162808
185,-1.8949290,99.9964839,0.0147613,0.0373086
186,-1.6185520,97.8309702,0.0286680,0.0387691
