Epoch,Train Loss XY, Val Loss XY, Train Loss Z, Val Loss Z
1,0.012561971,0.007933689,0.033829046,0.029678993
2,0.006033603,0.008064434,0.027866227,0.029603216
3,0.005901262,0.007279594,0.027838255,0.029422200
4,0.005849342,0.007412293,0.027820364,0.029302915
5,0.005820820,0.006959781,0.027810860,0.029560427
6,0.005795247,0.007403224,0.027773986,0.029719381
7,0.005754412,0.006988728,0.027741223,0.029278383
8,0.005733397,0.007415218,0.027709741,0.029173223
9,0.005720460,0.007352700,0.027680023,0.029509964
10,0.005707526,0.007517456,0.027664241,0.029222683
11,0.005698752,0.006990032,0.027645933,0.029288718
12,0.005680625,0.007579784,0.027626386,0.029421118
13,0.005688179,0.007186003,0.027617898,0.029357460
14,0.005661412,0.007048757,0.027603681,0.029121391
15,0.005657484,0.007252261,0.027595660,0.029173229
16,0.005649755,0.007218872,0.027587808,0.029268640
17,0.005641057,0.007341928,0.027579543,0.029116335
18,0.005642281,0.007048587,0.027568390,0.029322433
19,0.005632994,0.007133774,0.027567821,0.029279300
20,0.005628852,0.007401753,0.027564687,0.029025142
21,0.005621361,0.007640659,0.027561166,0.029220795
22,0.005623009,0.006938850,0.027560362,0.029160530
23,0.005610328,0.006990002,0.027552221,0.029142522
24,0.005598869,0.007168050,0.027543503,0.029064592
25,0.005616546,0.007033449,0.027539300,0.029213547
26,0.005599746,0.007029748,0.027539690,0.029724386
27,0.005597589,0.007172070,0.027533467,0.029208456
28,0.005605692,0.007099295,0.027535808,0.029176415
29,0.005581568,0.007057951,0.027535092,0.029060201
30,0.005599102,0.007254508,0.027523952,0.029179937
31,0.005585901,0.007017018,0.027525468,0.029157403
32,0.005583181,0.006912208,0.027523631,0.029145865
33,0.005593051,0.007129786,0.027520924,0.029135785
34,0.005590852,0.007022279,0.027522640,0.029257370
35,0.005575977,0.007014883,0.027513906,0.029196391
36,0.005574372,0.007143631,0.027524120,0.029172944
37,0.005575330,0.006993328,0.027512931,0.029179507
38,0.005575207,0.006949898,0.027511103,0.029018084
39,0.005578930,0.007006617,0.027510124,0.029143742
40,0.005570475,0.006922455,0.027512554,0.029193946
41,0.005567914,0.007008167,0.027505470,0.029270426
42,0.005570719,0.007093875,0.027511675,0.029322132
43,0.005564716,0.007047951,0.027510409,0.029199666
44,0.005567110,0.007034127,0.027500167,0.029191568
45,0.005557753,0.007069856,0.027500569,0.029011471
46,0.005563701,0.006996565,0.027500812,0.029096110
47,0.005558782,0.006899756,0.027496521,0.029100876
48,0.005559275,0.006962413,0.027492696,0.029320533
49,0.005555572,0.007158143,0.027490104,0.029024020
50,0.005549317,0.007031677,0.027495666,0.028945144
51,0.005548097,0.007187712,0.027492732,0.029169507
52,0.005541522,0.007108550,0.027502710,0.029192465
53,0.005548951,0.007006841,0.027489484,0.029144188
54,0.005538798,0.007019078,0.027490535,0.029376025
55,0.005536052,0.006865163,0.027494649,0.029161841
56,0.005530298,0.007015363,0.027492911,0.029111499
57,0.005518866,0.006919812,0.027491783,0.029044600
58,0.005522364,0.006953953,0.027487537,0.029205743
59,0.005518147,0.006896243,0.027488873,0.029164156
60,0.005515971,0.006936115,0.027483867,0.028996947
61,0.005512479,0.007003120,0.027488114,0.029035312
62,0.005511731,0.007048366,0.027495441,0.029236043
63,0.005508160,0.006832040,0.027484547,0.029107404
64,0.005505675,0.006768867,0.027477902,0.029167635
65,0.005496073,0.006901865,0.027482834,0.029172055
66,0.005497487,0.006847119,0.027479898,0.029077299
67,0.005497027,0.006964597,0.027477825,0.029313047
68,0.005493030,0.006948851,0.027482095,0.029168782
69,0.005490777,0.006947821,0.027482870,0.029078760
70,0.005488311,0.006853760,0.027484322,0.029058174
71,0.005490401,0.006900777,0.027479297,0.029120604
72,0.005485109,0.006833940,0.027479576,0.029101322
73,0.005479781,0.006901837,0.027476263,0.029040521
74,0.005479408,0.006949990,0.027480728,0.029148341
75,0.005472779,0.006857083,0.027476733,0.029059859
76,0.005479359,0.006945955,0.027474725,0.029242363
77,0.005474726,0.006854321,0.027478030,0.029125641
78,0.005478215,0.006972479,0.027478151,0.029001710
79,0.005472994,0.006860911,0.027474961,0.029288510
80,0.005469254,0.007036823,0.027471176,0.028979840
81,0.005467534,0.006974939,0.027471715,0.029103972
82,0.005465232,0.007067885,0.027473960,0.029069114
83,0.005463247,0.006775536,0.027470808,0.029130791
84,0.005462447,0.007088997,0.027476313,0.029187111
85,0.005462693,0.006852664,0.027478172,0.029092909
86,0.005458814,0.006918286,0.027472092,0.029086966
87,0.005458264,0.006882882,0.027468622,0.029134931
88,0.005451606,0.006881656,0.027475047,0.029114054
89,0.005457425,0.006808537,0.027468668,0.029083432
90,0.005454469,0.006908300,0.027465263,0.029042094
91,0.005448245,0.006946478,0.027472651,0.029220648
92,0.005449593,0.007040013,0.027473903,0.029174376
93,0.005446714,0.006927340,0.027469377,0.029199734
94,0.005446518,0.006860636,0.027468819,0.029192533
95,0.005445260,0.006923424,0.027466672,0.029051055
96,0.005446430,0.006917500,0.027477593,0.029268857
97,0.005438576,0.006925904,0.027466052,0.029113075
98,0.005438773,0.006834295,0.027465954,0.029091770
99,0.005437798,0.006859225,0.027462569,0.029051579
100,0.005437728,0.006824530,0.027466788,0.029083769
101,0.005390747,0.006813415,0.027437804,0.029027469
102,0.005389309,0.006823861,0.027436578,0.029075486
103,0.005391052,0.006825301,0.027438988,0.029122490
104,0.005387700,0.006845735,0.027440008,0.029111626
105,0.005386440,0.006865649,0.027436201,0.029031497
106,0.005384066,0.006794115,0.027440386,0.029186237
107,0.005380754,0.006784252,0.027437069,0.029131739
108,0.005378879,0.006716376,0.027438260,0.029091943
109,0.005376702,0.006786522,0.027437776,0.029122500
110,0.005373722,0.006748305,0.027433061,0.029070604
111,0.005372050,0.006818719,0.027438208,0.029032471
112,0.005367650,0.006818927,0.027432889,0.029063702
113,0.005364693,0.006785907,0.027437219,0.029111243
114,0.005362080,0.006844368,0.027435602,0.029178211
115,0.005360195,0.006928802,0.027439240,0.029048717
116,0.005353783,0.006801895,0.027436036,0.029089479
117,0.005352589,0.006788849,0.027434051,0.029182167
118,0.005345062,0.006786464,0.027435432,0.029111781
119,0.005340841,0.006719216,0.027438432,0.029144556
120,0.005339529,0.006764035,0.027435626,0.029091792
121,0.005334540,0.006782815,0.027432693,0.029072899
122,0.005329933,0.006725428,0.027434586,0.029063595
123,0.005323741,0.006736329,0.027435329,0.029091831
124,0.005316850,0.006760022,0.027434815,0.029116220
125,0.005316591,0.006665353,0.027434382,0.029079774
126,0.005310402,0.006701544,0.027434587,0.029184334
127,0.005304508,0.006798345,0.027433879,0.029090597
128,0.005301141,0.006704831,0.027435598,0.029052014
129,0.005296490,0.006766098,0.027431987,0.029071837
130,0.005290868,0.006798865,0.027433960,0.029068116
131,0.005290474,0.006748748,0.027436420,0.029059419
132,0.005284469,0.006780918,0.027433745,0.029049978
133,0.005281272,0.006791240,0.027431775,0.029036432
134,0.005277900,0.006676129,0.027431627,0.029156801
135,0.005274053,0.006660523,0.027430249,0.029095199
136,0.005272380,0.006709749,0.027434088,0.029111066
137,0.005267678,0.006839729,0.027435960,0.029119617
138,0.005267006,0.006777530,0.027431911,0.029066308
139,0.005260922,0.006673778,0.027435202,0.029083287
140,0.005257710,0.006754755,0.027433772,0.029163054
141,0.005256945,0.006685460,0.027438358,0.029113153
142,0.005252144,0.006598455,0.027433853,0.029109198
143,0.005249963,0.006759485,0.027433461,0.029154532
144,0.005243278,0.006710456,0.027433988,0.029028707
145,0.005244435,0.006853980,0.027432109,0.029060357
146,0.005241472,0.006760759,0.027435736,0.029068471
147,0.005233145,0.006683282,0.027431879,0.029086001
148,0.005231665,0.006743267,0.027434312,0.029017135
149,0.005227046,0.006704592,0.027432271,0.029126607
150,0.005226904,0.006676512,0.027435019,0.029215551
151,0.005221798,0.006666821,0.027432036,0.029083633
152,0.005218536,0.006709373,0.027429935,0.029071169
153,0.005214656,0.006719557,0.027431498,0.029076737
154,0.005210530,0.006714865,0.027435926,0.029128064
155,0.005203400,0.006682696,0.027434433,0.029112483
156,0.005204860,0.006648098,0.027434467,0.029079261
157,0.005200373,0.006630477,0.027431469,0.029159504
158,0.005196416,0.006650470,0.027436020,0.029110485
159,0.005192609,0.006710693,0.027432763,0.029165658
160,0.005188099,0.006707325,0.027435149,0.029091666
161,0.005181944,0.006713174,0.027433231,0.029129862
162,0.005179886,0.006687717,0.027429945,0.029087436
163,0.005177878,0.006691300,0.027430133,0.029081918
164,0.005169234,0.006632698,0.027431629,0.029201973
165,0.005164017,0.006679304,0.027433330,0.029083670
166,0.005164359,0.006654908,0.027434250,0.029049407
167,0.005154013,0.006594532,0.027432161,0.029124548
168,0.005149886,0.006618095,0.027435506,0.029151955
169,0.005143442,0.006772358,0.027430748,0.029141584
170,0.005140572,0.006684635,0.027435900,0.029038787
171,0.005133553,0.006669195,0.027432800,0.029024891
172,0.005131035,0.006655529,0.027431278,0.029050362
173,0.005121136,0.006675791,0.027429951,0.029083556
174,0.005117180,0.006691688,0.027432271,0.029080116
175,0.005110695,0.006638531,0.027433249,0.029051008
176,0.005106132,0.006672351,0.027429466,0.029096501
177,0.005099261,0.006617359,0.027433853,0.029075311
178,0.005092845,0.006643444,0.027430887,0.029055742
179,0.005086517,0.006746822,0.027433031,0.029084359
180,0.005075619,0.006624379,0.027431615,0.029114031
181,0.005071813,0.006658735,0.027433235,0.029076877
182,0.005066900,0.006743605,0.027432276,0.029077129
183,0.005061885,0.006622179,0.027430508,0.029116455
184,0.005055528,0.006597098,0.027436807,0.029112541
185,0.005045233,0.006645416,0.027431063,0.029085753
186,0.005041205,0.006707814,0.027432391,0.029071930
187,0.005034776,0.006703067,0.027432721,0.029054702
188,0.005029276,0.006594235,0.027433256,0.029125556
189,0.005021159,0.006653370,0.027432665,0.029063747
190,0.005011395,0.006744466,0.027431621,0.029045457
191,0.005007656,0.006677306,0.027429978,0.029093879
192,0.004999349,0.006606249,0.027432844,0.029098276
193,0.004993690,0.006624359,0.027433011,0.029079566
194,0.004987824,0.006641141,0.027432538,0.029097316
195,0.004981111,0.006698478,0.027430069,0.029034748
196,0.004970868,0.006704600,0.027435028,0.029093298
197,0.004970537,0.006714583,0.027431173,0.029085603
198,0.004958534,0.006695340,0.027431766,0.029109351
199,0.004951308,0.006692735,0.027432941,0.029099595
200,0.004943079,0.006661577,0.027431750,0.029087629
201,0.004939804,0.006713377,0.027434783,0.029077718
202,0.004927712,0.006611344,0.027429894,0.029100640
203,0.004920449,0.006755762,0.027434061,0.029111329
204,0.004909866,0.006695244,0.027431556,0.029107111
205,0.004903630,0.006771319,0.027429928,0.029058730
206,0.004895534,0.006775208,0.027431468,0.029060035
207,0.004889378,0.006719600,0.027432163,0.029088870
208,0.004881002,0.006664052,0.027426711,0.029106109
209,0.004871789,0.006726644,0.027430527,0.029129263
210,0.004864801,0.006657892,0.027431030,0.029083801
211,0.004856709,0.006690296,0.027429536,0.029191010
212,0.004845113,0.006729063,0.027428868,0.029082520
213,0.004835895,0.006681402,0.027428847,0.029092186
214,0.004828115,0.006648792,0.027433504,0.029111764
215,0.004820137,0.006779068,0.027430687,0.029083070
216,0.004811965,0.006724738,0.027435232,0.029115398
217,0.004804416,0.006779572,0.027430002,0.029079106
218,0.004792522,0.006748710,0.027428529,0.029115204
219,0.004783332,0.006719932,0.027430784,0.029132620
220,0.004776202,0.006779909,0.027431285,0.029109350
221,0.004770262,0.006682976,0.027432318,0.029074058
222,0.004758716,0.006864668,0.027431152,0.029047287
223,0.004743132,0.006810741,0.027428717,0.029103120
224,0.004736112,0.006816105,0.027430001,0.029059800
225,0.004728113,0.006763236,0.027431884,0.029089504
226,0.004715473,0.006824335,0.027430985,0.029106020
227,0.004708973,0.006725823,0.027429864,0.029075024
228,0.004695069,0.006830815,0.027427624,0.029108399
229,0.004683905,0.006777899,0.027429071,0.029038776
230,0.004674988,0.006863031,0.027429995,0.029065019
231,0.004660421,0.006812368,0.027428295,0.029087293
232,0.004653198,0.006827572,0.027426333,0.029090888
233,0.004642337,0.006961843,0.027429178,0.029106596
234,0.004634582,0.006817747,0.027431791,0.029071009
235,0.004621959,0.006787828,0.027425990,0.029064267
236,0.004610501,0.006754097,0.027431588,0.029073602
237,0.004598318,0.006998977,0.027430528,0.029053111
238,0.004591829,0.006824578,0.027430178,0.029052821
239,0.004576357,0.006919410,0.027427392,0.029044867
240,0.004567751,0.006841366,0.027429986,0.029060340
241,0.004553365,0.006895392,0.027428514,0.029083508
242,0.004543667,0.006906930,0.027431899,0.029085351
243,0.004535261,0.006877364,0.027426896,0.029104969
244,0.004518963,0.006860729,0.027429940,0.029055068
245,0.004510455,0.006892517,0.027428554,0.029095447
246,0.004497196,0.006934516,0.027429852,0.029069509
247,0.004485648,0.006885119,0.027431452,0.029049966
248,0.004473142,0.006888109,0.027430998,0.029071999
249,0.004460214,0.007013923,0.027435552,0.029082033
250,0.004447243,0.006978480,0.027428365,0.029032126
