Epoch,Train Loss,Val Loss
1,1.238566758,0.074360773
2,0.073838444,0.071262972
3,0.070790453,0.072289321
4,0.069362284,0.067926970
5,0.067959541,0.067327750
6,0.042158063,0.014417306
7,0.010395112,0.012140409
8,0.009665239,0.008822476
9,0.009091271,0.014350960
10,0.008702287,0.011361922
11,0.008404237,0.007919526
12,0.008080709,0.007349068
13,0.007861471,0.006953267
14,0.007640663,0.009020989
15,0.007470280,0.006930713
16,0.007296122,0.006687432
17,0.007152906,0.006698894
18,0.007089347,0.006784046
19,0.007021328,0.006432227
20,0.006806639,0.007392484
21,0.006829323,0.006211006
22,0.006735092,0.008275599
23,0.006678101,0.006524703
24,0.006595463,0.006089018
25,0.006509280,0.007278627
26,0.006500260,0.006152577
27,0.006427090,0.008643277
28,0.006294999,0.008629481
29,0.005669273,0.005049777
30,0.004830932,0.004406187
31,0.003730076,0.003152043
32,0.003145194,0.002693383
33,0.003083356,0.003535145
34,0.002993830,0.002717200
35,0.003002241,0.003073886
36,0.002960895,0.002966764
37,0.002927919,0.003701194
38,0.002892064,0.002783651
39,0.002905382,0.002863281
40,0.002884790,0.002735512
41,0.002838379,0.002680574
42,0.002823542,0.003264023
43,0.002810472,0.002774893
44,0.002803748,0.003771797
45,0.002794905,0.002686673
46,0.002783082,0.002808798
47,0.002728167,0.002472421
48,0.002759867,0.002473682
49,0.002725283,0.002472460
50,0.002692405,0.003879802
51,0.002695120,0.003123705
52,0.002678031,0.002885521
53,0.002673441,0.002480281
54,0.002692667,0.002536062
55,0.002643842,0.002922188
56,0.002654315,0.002647525
57,0.002635706,0.003116548
58,0.002609235,0.002440080
59,0.002628246,0.003036716
60,0.002627920,0.004096167
61,0.002635525,0.002632864
62,0.002581001,0.003004949
63,0.002593284,0.002358593
64,0.002590424,0.002870582
65,0.002567457,0.002837525
66,0.002595114,0.002522519
67,0.002540481,0.002725738
68,0.002573513,0.002510744
69,0.002528626,0.002724076
70,0.002544445,0.002642876
71,0.002534531,0.002569173
72,0.002531958,0.003165240
73,0.002527316,0.002503920
74,0.002503552,0.002438801
75,0.002505468,0.003350877
76,0.002518667,0.002894107
77,0.002507543,0.003737723
78,0.002501037,0.002364961
79,0.002491293,0.002347649
80,0.002484722,0.002892604
81,0.002455872,0.002570249
82,0.002467700,0.002624594
83,0.002478649,0.002750524
84,0.002465359,0.002611765
85,0.002431974,0.002423384
86,0.002475860,0.002252958
87,0.002424133,0.002410307
88,0.002448169,0.004122288
89,0.002431973,0.002437460
90,0.002445064,0.002336624
91,0.002431067,0.002754051
92,0.002414064,0.003496949
93,0.002427409,0.002496353
94,0.002394297,0.003391005
95,0.002434938,0.002816253
96,0.002401881,0.002728670
97,0.002375939,0.002177089
98,0.002411535,0.002290373
99,0.002403665,0.002797930
100,0.002372428,0.002663401
101,0.002395871,0.002465992
102,0.002351592,0.002577000
103,0.002380621,0.002624792
104,0.002378065,0.002513566
105,0.002361063,0.003052388
106,0.002355320,0.002544555
107,0.002361742,0.002385521
108,0.002362219,0.003484856
109,0.002361238,0.003073881
110,0.002342320,0.002430267
111,0.002357390,0.002701185
112,0.002329739,0.002347356
113,0.002328761,0.002522757
114,0.002335415,0.002264976
115,0.002316586,0.002729037
116,0.002356312,0.002228198
117,0.002314903,0.002152807
118,0.002303641,0.002305521
119,0.002322276,0.002604207
120,0.002304584,0.002369263
121,0.002324992,0.003011371
122,0.002269741,0.002673347
123,0.002295740,0.002335688
124,0.002292860,0.002309677
125,0.002316049,0.002378687
126,0.002285716,0.002518969
127,0.002289639,0.002180915
128,0.002292122,0.002228550
129,0.002276866,0.002269365
130,0.002261153,0.002834736
131,0.002274501,0.002906530
132,0.002276199,0.002275322
133,0.002246649,0.002336649
134,0.002264477,0.003264258
135,0.002243837,0.002235109
136,0.002288597,0.002519159
137,0.002271558,0.002348946
138,0.002246102,0.003032276
139,0.002253947,0.002468810
140,0.002269721,0.002395526
141,0.002233662,0.002525524
142,0.002250036,0.002561800
143,0.002219694,0.002546345
144,0.002240131,0.002250674
145,0.002230703,0.002201798
146,0.002212538,0.002286585
147,0.002229504,0.002453012
148,0.002216050,0.002498450
149,0.002225548,0.002336272
150,0.002210129,0.002733979
151,0.002216246,0.002154904
152,0.002214494,0.002326970
153,0.002206835,0.002276223
154,0.002216808,0.002129752
155,0.002204677,0.002318103
156,0.002205667,0.002478518
157,0.002187537,0.002939178
158,0.002196862,0.002490189
159,0.002178820,0.002261428
160,0.002215261,0.002774256
161,0.002200004,0.002684020
162,0.002185838,0.002251560
163,0.002176090,0.002445613
164,0.002178522,0.002659696
165,0.002156642,0.002955857
166,0.002186881,0.002188928
167,0.002182357,0.002276213
168,0.002167128,0.002274980
169,0.002196278,0.002247948
170,0.002148776,0.002923210
171,0.002178652,0.002173062
172,0.002167436,0.002380388
173,0.002162438,0.002350082
174,0.002162302,0.002907884
175,0.002150305,0.002217082
176,0.002146503,0.003985354
177,0.002136351,0.002367722
178,0.002161017,0.002279383
179,0.002136042,0.002102474
180,0.002157210,0.002095522
181,0.002126801,0.002539863
182,0.002130297,0.002128227
183,0.002136928,0.002310771
184,0.002132653,0.002084115
185,0.002122867,0.002270530
186,0.002139370,0.002239984
187,0.002119537,0.002102844
188,0.002119064,0.002361217
189,0.002124732,0.002237824
190,0.002118257,0.002610556
191,0.002127993,0.002140611
192,0.002110399,0.002095626
193,0.002131977,0.002001414
194,0.002109476,0.002562155
195,0.002113598,0.002354819
196,0.002114941,0.002262107
197,0.002086128,0.002029991
198,0.002110216,0.003370163
199,0.002095347,0.002156356
200,0.002101584,0.002564815
201,0.002085767,0.002470595
202,0.002101048,0.002660321
203,0.002090200,0.002526784
204,0.002090143,0.002779892
205,0.002084021,0.001975540
206,0.002099399,0.002001446
207,0.002069491,0.002038580
208,0.002084617,0.002095389
209,0.002084482,0.002320370
210,0.002086468,0.002058299
211,0.002086789,0.002237585
212,0.002080005,0.002733603
213,0.002075955,0.002908826
214,0.002073337,0.002147397
215,0.002067938,0.002240099
216,0.002071548,0.002510148
217,0.002056446,0.002046234
218,0.002077419,0.002176138
219,0.002070234,0.002246513
220,0.002043869,0.002428196
221,0.002064930,0.002902688
222,0.002050913,0.003329049
223,0.002045823,0.002062428
224,0.002054289,0.002656562
225,0.002059926,0.002338488
226,0.002033876,0.002870468
227,0.002038701,0.002116322
228,0.002024614,0.002359524
229,0.002033674,0.002431377
230,0.002032082,0.002035019
231,0.002043354,0.002139187
232,0.002030545,0.002223795
233,0.002025205,0.001998059
234,0.002030530,0.002087142
235,0.002022581,0.002200347
236,0.002019513,0.001963165
237,0.002031983,0.002097142
238,0.002003623,0.002827410
239,0.002027999,0.002385389
240,0.002017915,0.002237909
241,0.002027642,0.002727111
242,0.001990398,0.002041662
243,0.002020269,0.002167152
244,0.002009062,0.002139307
245,0.002022698,0.002041708
246,0.001983401,0.002013695
247,0.002019884,0.002443023
248,0.002003255,0.002687081
249,0.002010096,0.002066260
250,0.002001261,0.002213042
251,0.001996532,0.002267126
252,0.002008322,0.002039530
253,0.001986505,0.002326326
254,0.002001618,0.001989926
255,0.002003655,0.002233807
256,0.001995998,0.002495987
257,0.001980890,0.002232093
258,0.001980703,0.002070366
259,0.001994490,0.002351891
260,0.001983926,0.001978659
261,0.001994322,0.002349317
262,0.001970929,0.002185384
263,0.001962634,0.002017534
264,0.001986791,0.001963101
265,0.001980908,0.002400600
266,0.001967139,0.002629127
267,0.001981405,0.002225440
268,0.001960742,0.001972508
269,0.001952221,0.002699171
270,0.001978434,0.002729961
271,0.001957403,0.002213407
272,0.001965343,0.002329783
273,0.001957899,0.002164137
274,0.001982952,0.002092666
275,0.001960204,0.002429563
276,0.001967776,0.002408543
277,0.001940286,0.002566279
278,0.001959788,0.001930260
279,0.001950869,0.002030787
280,0.001949798,0.002429896
281,0.001955484,0.002214546
282,0.001938367,0.002010164
283,0.001950378,0.002445577
284,0.001944902,0.001939327
285,0.001936939,0.001974051
286,0.001939699,0.002231378
287,0.001944840,0.002401166
288,0.001933568,0.001908921
289,0.001932015,0.002311373
290,0.001926453,0.001979574
291,0.001916612,0.002114617
292,0.001945514,0.002510401
293,0.001937097,0.002199205
294,0.001931314,0.002081135
295,0.001922682,0.002183830
296,0.001922274,0.002113787
297,0.001925594,0.001923174
298,0.001906469,0.002290461
299,0.001923441,0.002269827
300,0.001932051,0.001886390
