Epoch,Train Loss,Val Loss,MSE Train,MSE Val
40,129.4218856,11.7883954,3093837.2454615,6705139.0191327
41,52120338.6619436,97.5444239,19150620.1007278,214199130.9387755
42,48.3063891,26.6552176,122097078.6589891,73696770.8979592
43,18.6874431,13.8152530,46802249.8003839,31022261.0102041
44,12.0487816,11.0944473,22760607.7466411,18997619.6938776
45,10.5747593,10.1655912,16692099.6682662,15916606.5561224
46,9.6960799,9.2657620,14366952.7767115,13658887.4693878
47,2607.6207680,8.7092707,9954818.5679782,8538690.4719388
48,8.2458823,7.8985390,6965387.0820537,6341126.1836735
49,7.5999458,7.3455467,5197704.5836532,4557214.3112245
50,7.0817492,6.8241594,3530213.2292067,2873591.7155612
51,79982.1849513,92.0351077,14891130.2738324,43366209.3979592
52,68.1021492,55.2200429,41373761.7927063,42099665.7857143
53,47.8852090,42.2512084,39978776.1880998,40379573.0510204
54,185329.6342748,155.8511649,59745845.2143314,112633318.3469388
55,120.5296624,103.1392456,105630219.6212412,107092197.0408163
56,90.7100375,80.7090013,99247236.6628279,99316561.6938775
57,70.4367367,61.4726502,89553511.3448496,86915287.6326531
58,52.0921614,43.7944198,75110283.2821497,70072297.3469388
59,114.5154718,145.4095688,58317856.7050544,78506528.2755102
60,48.4196159,15.7846352,34670815.1100448,6107769.8750000
61,7.6173931,5.7240656,721319.6429792,73692.7928292
62,5.4381181,5.1923474,29780.5034536,10781.8151855
63,49.3078435,6.4283750,56880.5709236,65585.9304249
64,5.7572889,5.2849922,40745.8167168,24987.2202746
65,45.7429499,5.6356165,56273.2823378,67957.2992267
66,5.0181729,4.6467336,19785.5004681,4956.1706929
67,1179.9888740,6.3945282,628668.7027309,338868.5653699
68,15.1512641,6.7863803,260943.1393204,414122.9567921
69,6.1225703,1044.7535184,259576.2649352,150870.9220743
70,282.2364271,8.6386745,650750.3586190,681977.9164541
71,46.0240112,8.4506007,1832514.6591791,2044657.8654337
72,6.2555836,5.8138410,474426.6069058,136925.3826331
73,29.7352162,10.2669116,4181540.6471642,5399868.8341837
74,5541.7451796,48.6179416,6398414.7830644,8866290.1862245
75,40528.7880439,43.2327158,29889925.7404031,37944452.7551020
76,37.2044131,32.8668118,35048279.2815099,35620353.2704082
77,28.7822646,166524.5511211,32280662.3122201,31915380.0306122
78,13639.4130356,25.9508227,29832220.9968010,29891560.1173469
79,1933.3501419,31.3350833,33013794.4388996,61273703.2346939
80,27.9419618,25.3304367,56505680.3237364,56283915.5612245
81,23.7341421,22.3577506,52131568.9161868,52091536.1632653
82,20.3641260,18.5431245,46743852.7754319,44939758.1122449
83,150391.8034455,25.8270038,35666959.8502879,32950741.6479592
84,22.4871732,19.9571065,28954419.4069098,26990343.1734694
85,17.7277954,15.8020359,22562043.0108765,19869385.2193878
86,14.0215228,12.4748978,15704870.0079974,13002678.9183673
87,11.0137879,9.5924752,9618315.1220409,7256606.1160714
88,8.2113908,7.1590029,4595565.1194018,2671475.0950255
89,6.7014520,6.4526101,1381412.8220769,673643.6556920
90,6.3472884,6.2664871,357133.6461482,195027.1495934
91,6.1965321,6.1210692,129088.7756543,96644.1497927
92,6.0002211,5.8449548,68930.2292954,53582.2794065
93,9.3548880,6.0903249,202384.0549937,119491.8629225
94,5.7593661,23965.2162316,37080.0478234,18920.4348693
95,123.2357330,6.3508857,505298.7723885,71554.6358219
96,5.9392504,5.7360282,30235.3874660,13829.7452667
97,1630.0329987,8.1563545,757633.9970534,721805.4516901
98,98764936.9281525,663915.8882334,251598.9408439,185505.8690210
99,422227.7910669,266258.5430485,146815.7981296,124270.9838568
100,232466.1384657,222700.0233578,105859.9920226,93399.8092315
101,172547.9345734,104234.5590322,79199.3906025,69079.0842036
102,255215.0504813,67682.0397202,52558.4731623,39983.9485411
103,183900.5187527,357172.5849809,32528.4308634,24322.3501973
104,253000.2301663,38943.4504145,15775.5259736,6431.9280184
105,83591.0665487,31457.5010463,6073.8945028,5227.2214007
106,114027.3277507,36002.2466916,4222.6928691,2609.8546641
107,59278.5439050,12156.9356590,2296.0658252,1372.3643400
108,40449.8154367,7149.7352121,1143.2778131,994.9746028
109,35158.5398922,298832.9596620,917.9593738,553.9376714
110,25792.8385933,19191.1611154,641.7357019,456.8619969
111,6761.2401819,58734.4694874,385.5831803,314.6378221
112,3312.7722494,48920.0932866,296.5066923,280.5738724
113,8457.6384641,5471.3840955,174.2313559,154.6492155
114,7617.3604805,1961.4391673,119.1288543,129.5874563
115,6319.4367042,2105.6895241,111.9007816,112.1599093
116,2889.6515383,1666.4065010,87.1470304,78.3773692
117,11380.0521468,6378.1023597,62.0520547,45.7082599
118,4298.9093426,3450.0221346,42.1493671,44.5833518
119,2755.8554922,2916.9365459,38.4870889,33.6967085
120,2776.5229017,2680.3992534,26.5917425,25.5166985
121,2718.1786141,2984.3449520,20.0307021,12.7563326
122,2372.1250585,2671.2018769,10.3039599,9.2751660
123,2306.3663707,2581.0102900,5.7694053,4.1742305
124,2185.6279241,2488.6188678,3.2295007,2.4271195
125,2078.7989112,2450.3811185,1.9531352,1.5543155
126,1834.5490882,2032.1682060,1.2109940,1.2468319
127,1461.7233737,1700.3680594,0.9782220,0.8526649
128,1211.5459661,1525.4399925,0.6841407,0.5733006
129,1081.2761986,1391.3357301,0.3874355,0.2885776
130,991.8129549,1334.2271548,0.2726321,0.2165203
131,949.6379174,1318.9016668,0.2162035,0.1556543
132,903.5667622,1270.2185931,0.1225575,0.1221401
133,869.3635699,1206.3289782,0.1397237,0.1319527
134,845.0326799,1230.8654237,0.1369314,0.1194934
135,304.7511271,154.9127746,0.1166259,0.1182622
136,132.5587218,134.4037225,0.1019638,0.1020451
137,135.4433674,138.5038119,0.1049598,0.1424512
138,120.2765255,143.8494204,0.1396564,0.2178891
139,100.4124252,108.6699975,0.1395644,0.1157123
140,101.1336386,140.0407096,0.1253688,0.0920090
141,117.9481857,112.3574766,0.1341944,0.2069595
142,106.7895823,91.2138206,0.1532300,0.1619826
143,81.0306586,85.0210935,0.1403692,0.1256030
144,88.4608021,102.1879875,0.1933749,0.4725172
145,79.0941684,77.5978603,0.3339784,0.4380232
146,75.6053090,83.1276549,0.2367002,0.2161994
147,78.4565982,84.3044751,0.2221601,0.2057279
148,78.4280084,82.9423888,0.1782371,0.1778627
149,94.0073326,66.3206262,0.2581579,0.5529245
150,68.2763131,65.0198682,0.3596556,0.1392218
151,59.4987867,55.2913091,0.1339402,0.1468173
152,56.4947710,61.3526406,0.1362059,0.1401564
153,52.2727539,57.2390334,0.1197585,0.1139816
154,51.4870160,59.6670323,0.1132087,0.1198427
155,58.2663977,47.3941434,0.1203789,0.1128954
156,49.0175511,81.6835160,0.1161753,0.0955243
157,50.1468016,48.0582650,0.1181934,0.1039280
158,56.0929194,53.4108904,0.1265383,0.2285800
159,46.8076260,54.6902350,0.1963488,0.1699754
160,55.6397607,45.2041112,0.1357423,0.1237221
161,67.6375201,51.4253462,0.1928945,0.2459384
162,50.7594202,49.0677911,0.2204305,0.2275589
163,44.7019209,50.9319570,0.1640890,0.1004736
164,42.5722340,45.6116509,0.0831636,0.0840581
165,39.5175513,41.6371631,0.0736381,0.0781617
166,49.6349586,55.2013359,0.0687945,0.0731675
167,47.2665399,38.9577353,0.0648433,0.0661093
168,42.8883437,43.0434555,0.0837075,0.1049640
169,35.7848198,34.4704630,0.0833957,0.0690441
170,38.8603837,38.5822472,0.0710880,0.0818797
171,34.5911108,38.9662205,0.0591199,0.0529081
172,53.4593754,46.1047399,0.0630074,0.0760819
173,39.8235456,36.0853796,0.0683992,0.0636396
174,33.7456643,44.2021441,0.0600669,0.0573669
175,39.7103078,39.5660776,0.0615344,0.0627478
176,35.5943642,42.9794425,0.0587554,0.0618389
177,37.7376552,36.1242523,0.0679045,0.0636455
178,35.5752864,48.0628448,0.0619538,0.0490745
179,41.0885022,35.7881635,0.0494188,0.0503276
180,40.2309155,34.3042237,0.0835684,0.1053666
181,29.4171393,32.4905887,0.0966545,0.0867444
182,35.4733190,37.6797358,0.0561039,0.0518105
183,32.8393486,29.2400385,0.0530364,0.0552425
184,25.8137510,36.9172628,0.0493050,0.0467425
185,29.7587670,28.3521523,0.0430791,0.0421426
186,46387.7272046,66.4531527,0.3843706,0.2179103
187,87.2320412,53.5312870,0.2958847,0.1050583
188,175.7269258,55.4268810,0.1409550,0.1188126
189,49.4882406,52.8027954,0.0963892,0.0762944
190,51.1083594,63.7463763,0.0844243,0.0739254
191,54.7581118,45.9506619,0.0600060,0.0490141
192,47.4838072,56.1501659,0.0419994,0.0408198
193,46.1723095,49.9218166,0.0521768,0.0389492
194,38.1690896,43.8555577,0.0405942,0.0377244
195,44.3481065,62.0891046,0.0887011,0.0927277
196,33.6842538,40.1079174,0.0633039,0.0485839
197,29.9314273,30.8569185,0.0524729,0.0586928
198,29.6203588,35.0814255,0.0447393,0.0403344
199,30.5465076,29.6220814,0.0494602,0.0531556
200,27.5156251,27.7623203,0.0498247,0.0487883
