18,0.002957460,0.003210110
19,0.002942943,0.003616272
20,0.002942348,0.003339376
21,0.002935090,0.003333394
22,0.002929495,0.003218803
23,0.002927919,0.003540742
24,0.002917606,0.003558633
25,0.002928301,0.003372156
26,0.002922235,0.003344726
27,0.002906785,0.003210040
28,0.002910314,0.003235619
29,0.002901868,0.003299163
30,0.002899827,0.003410946
31,0.002901491,0.003280599
32,0.002893818,0.003392302
33,0.002891390,0.003303814
34,0.002894079,0.003281712
35,0.002890004,0.003216161
36,0.002883974,0.003246917
37,0.002882277,0.003286829
38,0.002881022,0.003351134
39,0.002877603,0.003215950
40,0.002876827,0.003202000
41,0.002874642,0.003326763
42,0.002872922,0.003305868
43,0.002872891,0.003222308
44,0.002871037,0.003227603
45,0.002869472,0.003202505
46,0.002873024,0.003179546
47,0.002865795,0.003155080
48,0.002858350,0.003271908
49,0.002864096,0.003228899
50,0.002859272,0.003440854
51,0.002857846,0.003227824
52,0.002851970,0.003192222
53,0.002848456,0.003207932
54,0.002850359,0.003280969
55,0.002844408,0.003199596
56,0.002844132,0.003189544
57,0.002844290,0.003172580
58,0.002832970,0.003270077
59,0.002832002,0.003167631
60,0.002825013,0.003155504
61,0.002818903,0.003347515
62,0.002810788,0.003272103
63,0.002806618,0.003194006
64,0.002796461,0.003411409
65,0.002789672,0.003097638
66,0.002774208,0.003139778
67,0.002769075,0.003157973
68,0.002760390,0.003158967
69,0.002745363,0.003218966
70,0.002744755,0.003067576
71,0.002723844,0.003060056
72,0.002717471,0.003153941
73,0.002697592,0.003114618
74,0.002687010,0.003157271
75,0.002666038,0.003104287
76,0.002663296,0.002991838
77,0.002655463,0.003140587
78,0.002641499,0.002989653
79,0.002630261,0.002972213
80,0.002623785,0.003085719
81,0.002610151,0.003071956
82,0.002601216,0.002995594
83,0.002592454,0.003052448
84,0.002589761,0.002953629
85,0.002572450,0.003191020
86,0.002574198,0.003013212
87,0.002564104,0.003083493
88,0.002562856,0.002902995
89,0.002554470,0.002934860
90,0.002544844,0.003046265
91,0.002536750,0.002926900
92,0.002528338,0.003020865
93,0.002517820,0.002843049
94,0.002517394,0.002870740
95,0.002518070,0.002831722
96,0.002507761,0.002812728
97,0.002504188,0.002899649
98,0.002509584,0.002913294
99,0.002493823,0.002963264
100,0.002491247,0.002811534
